,dist,table1_oid,col_raj2000,col_dej2000,WiseID,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,dr2_rv_template_fe_h,l,b,ecl_lon,ecl_lat,airmass,alt,az,moon_sep
11,1.2311336824742127e-05,23,83.05803170000002,34.1004041,J053213.92+340601.4,1636042515805110273,Gaia EDR3 3449189833426211840,3449189833426211840,686638360,2016.0,83.0580171583964,0.033796977,34.100406664545176,0.026670445,0.1026132798983675,0.034241047,2.9967916,1.0912585,0.3591314078765989,0.049179915,-1.0304706916921265,0.03639026,-0.27727786,0.17976986,-0.5448733,0.3352165,-0.47404984,0.2735908,-0.68438023,-0.0132167535,0.35264835,-0.2566653,228,0,226,2,6.514398,411.56033,0.12915954,6.2676406,31,False,1.2392584,,,,,,,,26,14,0.07445256,27,13,0,0.42117786,169.55559,0,0,1.3236917,0.22707362,0.37369874,0.31962064,0.4737242,-63.868683,-0.7766042,-40.075756,39.154434,False,224,22223.26099185904,1369.62,16.225859,14.820348,26,4012.36656815415,796.872,5.0351458,16.33004,26,26580.718068301856,4719.3066,5.6323357,13.686479,0,1,0,1,0,1.3766245,2.6435614,1.5096922,1.1338692,,,0,,,,174.1109995027422,0.3432533864336198,84.15212651008106,10.801939122674213,1.1543066772356991,60.03387877230865,20.223362983022493,46.789657367165475
12,1.184553384651511e-05,25,86.5772639,37.3680605,J054618.54+372205.0,1636042515805110273,Gaia EDR3 3456340644735851392,3456340644735851392,1570720300,2016.0,86.57727141156397,0.013742798,37.36805026878822,0.010741206,0.2616545193857083,0.014845933,17.62466,1.8966519,0.6793183610504234,0.017593034,-1.7708232320062947,0.010076301,-0.16174752,0.24473737,-0.12674978,0.18084262,-0.16791186,0.12232786,-0.7639617,0.09407708,0.26751152,-0.103933156,367,0,365,2,0.8733059,416.39453,0.0,0.0,31,False,1.5450046,,,,,,,,43,18,0.02457602,43,26,0,0.03595256,173.93297,0,0,1.0317863,0.50569475,0.5584107,0.33511028,0.09445426,-8.29701,1.6290632,-6.815821,25.529465,False,361,108081.12382356958,35.069744,3081.8909,13.102992,37,57101.44341807022,60.83138,938.684,13.446924,36,74117.09384919445,52.62071,1408.5157,12.573099,0,0,0,0,0,1.2140745,0.8738251,0.34393215,0.5298929,,,0,,,,172.8598597846502,4.498953547359492,87.19752389519276,13.962060226066354,1.1668758996397348,58.9801885906245,21.027257692268638,46.592068918100196
13,2.0730231086535947e-05,32,96.40887209999998,27.0559466,J062538.12+270321.4,1636042515805110273,Gaia EDR3 3432616035666142976,3432616035666142976,1007750477,2016.0,96.4088777893147,0.02106613,27.055926498479955,0.021203963,0.2741219374826687,0.021757765,12.59881,0.4110776,0.34184940709865563,0.022145163,0.22830630942155433,0.018580487,-0.6296706,0.29046112,-0.39119932,0.48513055,-0.55068505,0.24086733,-0.63555354,0.18108456,0.2516283,-0.37728676,190,0,188,2,-0.15330951,182.21765,0.0,1.4856265e-15,31,False,1.6103373,,,,,,,,22,14,0.03827881,22,10,0,0.13972427,2.711414,0,0,0.990181,0.3080426,0.44467646,0.46034908,0.7869993,-71.393135,30.989202,-28.693308,-44.061886,False,189,65786.72582150318,24.409216,2695.1594,13.642021,19,39152.36278340908,19.615086,1996.0332,13.8566475,20,38555.8036335338,35.38266,1089.6808,13.282671,0,0,0,0,0,1.1812135,0.5739765,0.21462631,0.3593502,,,0,,,,185.95504652425373,6.797692102642227,95.71729184159342,3.7437503178618474,1.2129542196110035,55.531091153310214,23.34520067684626,46.08410871651518
14,2.0901808063394465e-05,34,99.9848147,13.183401599999998,J063956.35+131100.2,1636042515805110273,Gaia EDR3 3352737959020047360,3352737959020047360,184619521,2016.0,99.98480859055316,0.020206083,13.183381562491952,0.01698952,0.40123114070147486,0.022282926,18.006214,0.71757156,0.25908878654062045,0.026638245,-0.6691651241292932,0.020330224,0.022961982,-0.061275456,0.124885805,0.16679086,-0.14335006,0.21532196,-0.12755965,0.16960709,0.2180927,-0.12917665,176,176,173,3,-2.6892545,501.23477,0.13257244,18.026596,31,False,1.636667,,,,,,,,20,13,0.037588995,21,6,1,0.032437515,113.337654,0,0,0.8550533,,,,,,,,,False,181,604433.4601307185,178.16946,3392.4639,11.233995,20,376338.69684444985,238.22496,1579.7618,11.399595,20,341326.7864710329,231.93726,1471.6342,10.914969,0,0,0,0,0,1.1873358,0.48462582,0.16559982,0.319026,,,0,,,,199.89036642861345,3.4706754543663916,99.86789693597592,-9.91452347768049,1.2510792800069666,53.064248966766925,24.825687348153092,45.81727345698592
15,9.118803053734199e-05,35,100.9207777,56.3035827,J064340.98+561812.8,1636042515805110273,Gaia EDR3 1000949004577302400,1000949004577302400,1579653577,2016.0,100.92063406054629,0.019614546,56.30353837460059,0.020280508,0.03222172170643713,0.0304103,1.0595661,1.0326124,0.3080164570483782,0.02159822,-0.9856035242847085,0.018784847,0.18520603,-0.11986339,-0.046336584,-0.20620738,-0.35635173,-0.3124422,-0.13319016,0.34253347,0.10768455,0.28530657,324,0,323,1,7.1773186,898.0357,0.17727311,17.956274,31,False,1.2107784,,,,,,,,37,17,0.034540482,37,14,0,0.5476991,89.22479,0,0,1.2965564,0.13506983,0.13636912,0.22557893,0.66483766,-161.54936,-35.547127,20.038628,-44.805614,False,321,47040.362163410624,1055.141,44.58206,14.00619,37,4682.160376928181,440.6463,10.625666,16.162426,37,67326.72868479398,4258.4214,15.810255,12.677426,0,1,1,0,0,1.5307894,3.4849997,2.1562357,1.328764,,,0,,,,159.44332582138836,21.264134992882553,97.21074135875509,33.13728894764695,1.2228666618775297,54.860254347301826,60.23738474017055,25.267761572738845
16,8.55110072965024e-06,40,107.11777810000001,-5.0642637,J070828.26-050351.3,1636042515805110273,Gaia EDR3 3053417702439317120,3053417702439317120,761483539,2016.0,107.11778549295265,0.013901286,-5.064259353569372,0.014451938,0.2667789912963383,0.0176821,15.087517,0.74792266,-0.15881652423049708,0.017463693,0.7308663514135454,0.017295185,-0.20627426,0.07270767,-0.04456475,0.18950176,-0.16746482,0.18038368,-0.026152622,0.109660245,-0.08174188,-0.20722903,249,190,249,0,4.237242,590.753,0.10711087,12.482881,31,False,1.6287841,,,,,,,,29,17,0.02666144,36,8,0,0.09704735,110.87643,1,0,1.1963675,,,,,,,,,False,245,149329.34060627545,41.40583,3606.481,12.752004,28,91979.47643209006,89.24962,1030.5868,12.929315,28,84735.67793682741,57.115498,1483.5847,12.42773,0,0,0,0,0,1.183392,0.501585,0.17731094,0.32427406,,,0,,,,219.38125808246346,1.4655177391166752,109.27677785936433,-27.36523252266228,1.2831554284346232,51.19916338604347,34.45011725062395,40.42160617478601
17,1.7814926291727992e-05,53,128.8641025,-46.473842700000006,J083527.38-462825.8,1636042515805110273,Gaia EDR3 5521836115843466368,5521836115843466368,553248461,2016.0,128.86408808756048,0.011757651,-46.47382790631101,0.012507812,0.17340783751863706,0.014604757,11.873381,5.1992946,-3.1889258683535466,0.016030502,4.106508686603882,0.014710106,0.04179831,-0.033789344,-0.040542737,0.13810365,0.29255083,0.22766535,-0.12160459,0.3443657,-0.04490112,0.05177766,444,0,443,1,0.549201,461.16147,0.0,1.9205612e-15,31,False,1.5260738,,,,,,,,51,27,0.022839932,56,19,0,0.007922916,152.85213,0,0,1.0178474,0.15131603,0.087016545,0.058546398,0.102075405,-99.58762,-52.188076,47.651115,-11.413337,False,460,34481.870697695245,6.082524,5669.0073,14.3433895,50,17495.001409943317,17.719862,987.31024,14.731257,50,24748.66068616286,19.794098,1250.305,13.764016,0,2,0,1,0,1.2250978,0.9672413,0.38786793,0.57937336,,,0,,,,264.60475326758757,-3.54794877353385,154.77523670827765,-61.465755290040924,1.4624392284409977,43.14045077844665,39.93556098264531,38.58779018988854
18,1.610534992197765e-05,2171,302.725807,38.3025912,J201054.19+381809.3,1636042515805110273,Gaia EDR3 2061686870220386816,2061686870220386816,747470035,2016.0,302.7258201471451,0.009770446,38.302578833203505,0.011834091,0.1471228070695468,0.012410233,11.8549595,5.5564795,-2.661373262748832,0.012789044,-4.877658998755612,0.013941091,-0.08208865,0.016292732,-0.056239136,-0.08845347,0.08531086,-0.1029055,-0.25558385,-0.025402281,-0.049569525,-0.078272834,476,476,474,2,7.328578,1377.3071,0.11601562,20.383734,31,False,1.4506102,,,,,,,,54,29,0.019785987,58,24,0,0.0064216782,16.3462,0,0,1.2478247,,,,,,,,,True,481,1211735.393300101,1192.812,1015.8645,10.4788475,51,509880.3612429574,1721.7875,296.1343,11.069872,52,1031826.1337139589,2835.4753,363.89883,9.71388,0,51,0,25,0,1.2723129,1.3559923,0.5910244,0.7649679,,,0,,,,75.30225367276012,2.595489097297352,319.749707001366,56.22985555814281,1.4505191407060114,43.583292469065185,300.4089315420261,91.44943245151313
19,6.038397597121032e-05,2173,303.5155259,16.7264004,J201403.72+164335.0,1636042515805110273,Gaia EDR3 1808748613981554176,1808748613981554176,561863843,2016.0,303.515583252344,0.025739588,16.72637531246437,0.020280223,0.5451435648859136,0.03762459,14.489023,5.7505255,-2.9025471626107366,0.036015946,-4.964248407960936,0.027398145,-0.15159264,0.212625,-0.05353639,0.040543586,-0.019728567,0.028822523,0.43320346,-0.090178564,-0.2051282,-0.27356148,494,494,493,1,45.832493,7479.1904,0.28666648,122.853745,31,False,1.4908019,,,,,,,,55,21,0.051929742,58,14,2,0.10133345,154.39908,0,0,2.7810137,,,,,,,,,True,467,5309318.043214246,31577.734,168.13486,8.87477,56,2255489.724047432,77248.55,29.197826,9.4554405,49,4169395.0839677565,68031.44,61.2863,8.197713,0,0,0,0,0,1.2101148,1.2577276,0.58067036,0.67705727,,,0,,,,57.52707165427704,-9.754940455551617,310.54827634644244,35.56750812904104,1.4099253509447007,45.1745280873488,315.7401219336042,85.3056145606793
20,0.00026836049402684096,2175,309.133678,26.603898400000002,J203632.08+263614.0,1636042515805110273,Gaia EDR3 1855989650761023872,1855989650761023872,658062214,2016.0,309.1334023431858,0.024082255,26.604004556981035,0.028308367,0.896183609114248,0.045630984,19.639805,6.492532,-3.8721231619027026,0.033962566,-5.211490445220674,0.03331523,-0.4134769,0.06325068,0.023487676,0.24437556,-0.035193108,0.3087382,0.07408977,-0.17278355,0.04282194,-0.4423179,847,847,847,0,47.642265,9466.335,0.38395262,171.10544,31,False,1.4402722,,,,,,,,96,23,0.05641295,101,19,5,0.1251089,35.771347,0,0,2.362253,,,,,,,,,False,816,9353672.973525869,45251.582,206.70378,8.259912,94,3699146.868295388,77838.07,47.52362,8.918288,92,7670370.08806322,107525.63,71.33527,7.535855,0,0,0,0,0,1.2155136,1.3824334,0.6583767,0.7240567,-14.423556,3.2662687,37,5500.0,4.5,0.0,68.76914638941668,-8.514151252192045,320.9251387169634,43.37317628571265,1.4143237442177055,44.99553658854738,298.1982621991191,90.64407444919618
21,9.225716700323172e-06,2177,310.4735468,46.82215550000001,J204153.65+464919.7,1636042515805110273,Gaia EDR3 2167366464672809216,2167366464672809216,407822622,2016.0,310.4735539280071,0.009913313,46.822147669013106,0.010673059,0.11013793537165015,0.011807981,9.3274145,4.6084867,-2.4434401466996025,0.01331828,-3.907396946618488,0.012732755,-0.048797473,-0.10183736,-0.34039038,-0.029723687,0.35336077,-0.031320475,-0.26006863,0.038853955,-0.082667254,-0.068511344,347,0,347,0,1.9558465,385.2221,0.0,0.0,31,False,1.2635335,,,,,,,,40,25,0.019061012,45,20,0,0.012456205,170.96042,0,0,1.0747097,0.17895359,0.056773677,0.10967845,0.21021178,-85.973694,64.975395,7.6634374,3.9796448,False,352,90828.95741926202,119.55639,759.7165,13.291806,43,17421.748736830235,68.33595,254.94264,14.735813,42,115091.66541473287,386.93616,297.44354,12.095285,1,0,0,0,0,1.4589336,2.6405277,1.4440069,1.1965208,,,0,,,,85.55273336021756,2.8799957667430007,337.1129927562028,61.17673885107935,1.4969966645220145,41.91321120877332,277.5581908977382,96.52402289288224
22,2.2950571666884168e-05,2178,311.8070046,46.588206500000005,J204713.68+463517.5,1636042515805110273,Gaia EDR3 2166560763171926656,2166560763171926656,935517070,2016.0,311.80700946933223,0.034603048,46.588183794704605,0.037297893,0.08072205725072691,0.04062362,1.987072,3.506939,-2.2908415622586813,0.04582647,-2.6553089098371716,0.048085984,-0.018039264,0.1069978,-0.06535586,-0.06955247,0.056386005,-0.092080995,-0.26484936,-0.10027721,-0.0077472003,0.022826767,445,0,445,0,0.21768445,3890.0684,0.48079407,104.92882,95,False,,1.179351,0.010798559,-0.09511521,0.06814738,0.016832914,-0.046725526,-0.04771119,51,29,0.067801476,55,55,0,0.059675,143.60559,0,0,1.0065944,0.14904569,0.06804839,0.041782547,0.049975008,-88.110596,66.1078,32.69614,2.0725152,False,451,30302.075334500358,189.65694,159.77309,14.4836855,49,4119.763179583311,68.16573,60.43745,16.301361,50,43695.19282452929,801.8197,54.495033,13.1468115,0,1,0,0,0,1.5779433,3.1545496,1.8176756,1.336874,,,0,,,,85.93664012450618,2.0175765939058765,338.4381101955832,60.488355982133925,1.3802269880671643,46.428808217220116,318.0044886883757,83.41163305637403
23,2.7295204924318385e-05,2183,321.0009879,18.2787955,J212400.23+181643.6,1636042515805110273,Gaia EDR3 1785352625740690432,1785352625740690432,622592337,2016.0,321.00099681751453,0.015969384,18.278769551420503,0.013887703,1.6462935816373538,0.020024197,82.21521,13.221776,-2.578039016837727,0.02041729,-12.968002239166681,0.014666214,-0.028136542,0.2134163,-0.16702515,-0.0028960318,-0.010237117,-0.030906608,-0.63495874,-0.101276815,0.08598845,-0.038472656,397,397,394,3,6.7894654,1221.4089,0.13428903,23.194906,31,False,1.5151377,,,,,,,,45,20,0.028483698,48,27,0,0.029249318,29.345121,0,0,1.2521135,,,,,,,,,False,400,4610215.485460232,20739.277,222.29393,9.028064,45,2302808.8806506773,38592.51,59.669838,9.432898,45,3295886.1858348846,37652.613,87.534065,8.452965,0,2,0,1,0,1.2144107,0.9799328,0.4048338,0.575099,,,0,,,,69.13030299330656,-22.266299957375722,330.1496781593371,31.698709905045853,1.3623700555956257,47.22404680623499,305.154997013788,86.83069038702222
24,2.9516976394496206e-05,2187,329.2618289,48.380523000000004,J215702.83+482249.8,1636042515805110273,Gaia EDR3 1976301374174347520,1976301374174347520,624125301,2016.0,329.2618236040809,0.009591366,48.380493693354595,0.009258489,0.9697902314972596,0.0112454025,86.23882,8.251319,-3.656279753022587,0.011421864,-7.397018173997154,0.010830793,-0.054510158,-0.01683672,-0.35402438,-0.014376199,0.14231056,-0.034781765,-0.26982313,-0.07306976,-0.08436535,-0.12250651,382,382,375,7,-1.8314902,607.94635,0.063073225,5.516921,31,False,1.5047215,,,,,,,,43,24,0.016736845,59,21,4,0.022124061,163.96762,0,0,0.932554,,,,,,,,,False,483,3596320.2668879367,4837.8867,743.36597,9.297721,55,1736403.559551038,7595.8022,228.60042,9.739415,55,2671385.7228432475,8966.6045,297.92612,8.681054,0,18,0,0,0,1.2256387,1.058361,0.44169426,0.6166668,,,0,,,,95.56005205321286,-5.002737572458825,358.585782450679,55.17684976381212,1.3428242902759904,48.13325782160781,304.77840106112956,86.09750470458798
25,2.3757409982623815e-05,2188,333.2188373,43.7502285,J221252.52+434500.8,1636042515805110273,Gaia EDR3 1961583895634027008,1961583895634027008,1244867143,2016.0,333.21882545590586,0.014851476,43.75020633664606,0.01704599,0.32593682031584625,0.02181403,14.941615,2.8041937,-1.5551669109942368,0.019971646,-2.3334435271180967,0.021888334,-0.21673848,0.09558747,0.022360869,-0.14053054,0.17815842,-0.12512287,-0.19577383,-0.02149532,-0.057965934,-0.32328236,424,424,416,8,10.804507,2594.014,0.18522659,60.269142,31,True,1.4562047,,,,,,,,48,25,0.03354041,57,18,3,0.15742111,85.8655,1,0,1.3987048,,,,,,,,,False,481,541626.8350569993,8115.058,66.74343,11.353116,50,254137.7051029507,11536.216,22.029556,11.82587,51,467177.81381836557,25252.03,18.500605,10.57419,0,0,0,0,0,1.3317573,1.2516794,0.47275352,0.7789259,,,0,,,,94.99653978901067,-10.355013886070797,357.9079267298306,49.81131798778749,1.3038970053798769,50.07915570614846,302.26459093756944,84.92856392785824
26,4.910828481176058e-05,2189,337.1940896,50.57003970000002,J222846.58+503412.1,1636042515805110273,Gaia EDR3 2000267497846295936,2000267497846295936,1033269673,2016.0,337.1941625126542,0.013962133,50.57002335779193,0.013895841,0.1800735205971648,0.017609037,10.226199,2.1309693,-0.7652326646755712,0.01765406,-1.9888310325323184,0.016679896,-0.12557966,0.18119659,-0.2322935,-0.053557772,0.15586096,-0.13696556,-0.20417105,-0.24278338,0.14344808,-0.18225506,427,427,426,1,8.0899725,2027.4081,0.15732682,43.093044,95,False,,1.3987685,0.003963816,-0.17574528,0.013918029,0.043749463,-0.039063156,-0.043996025,48,26,0.026286785,68,21,1,0.1540894,24.5284,0,0,1.290875,,,,,,,,,False,518,892759.0496101363,16013.689,55.74974,10.810532,62,309500.261945627,17548.717,17.636633,11.61189,61,863678.8446982771,47150.836,18.31736,9.907015,0,0,0,0,0,1.3141049,1.704875,0.8013582,0.90351677,,,0,,,,101.0648321965101,-6.144557508926042,7.912635680927101,53.764171832694686,1.2966611804663621,50.46280451488592,280.8121601730093,87.8214646223716
27,8.069400884145781e-05,2190,337.2537283,40.3154199,J222900.89+401855.5,1636042515805110273,Gaia EDR3 1909296723249974912,1909296723249974912,619338950,2016.0,337.2537408729607,0.028039705,40.315500022507734,0.034671452,1.2542496132699317,0.05228032,23.990854,8.415754,-7.629121979328387,0.03378522,-3.5526632300729277,0.044761777,-0.25327277,-0.02429976,-0.3558046,-0.15307958,0.15184964,-0.22982845,0.006008525,0.0033053623,-0.15375309,-0.48396075,874,874,870,4,7.6124372,17241.123,0.48596627,323.04315,31,False,1.1512876,,,,,,,,99,24,0.068287015,110,71,11,0.17496033,178.10443,2,0,1.1880869,,,,,,,,,False,869,10197331.168961018,142962.98,71.32847,8.16615,88,252538.53524973316,19586.1,12.893764,11.832723,101,19103651.43981459,740259.7,25.806688,6.5451045,0,88,0,92,0,1.8981624,5.287618,3.6665726,1.6210456,,,0,,,,95.58864347068061,-14.875468085023988,358.93025702861235,45.30650506526299,1.2410287779643439,53.68595018468664,292.68726749838453,83.3542029089105
28,9.074627169875348e-06,2192,340.6742691,60.4001637,J224241.82+602400.5,1636042515805110273,Gaia EDR3 2200793847233509760,2200793847233509760,1619779569,2016.0,340.67425942552177,0.0119124,60.40017141451815,0.010578325,0.29962477479726995,0.013042998,22.972078,3.8539228,-3.278336762390843,0.015360372,-2.026136443596069,0.013399408,-0.15127152,0.1554329,0.07322164,-0.19762646,0.039297592,-0.190381,0.08022686,0.07644634,-0.092845045,-0.29239947,398,398,398,0,5.0653105,1097.7366,0.112477146,17.234625,31,True,1.3484614,,,,,,,,45,26,0.023103883,50,16,0,0.047176342,116.13035,0,0,1.1851119,,,,,,,,,False,408,354774.4956734834,1644.3518,215.7534,11.812486,49,106328.56762924869,1340.6482,79.31131,12.771917,48,383364.2596980211,4930.318,77.7565,10.788866,0,0,0,0,0,1.3802933,1.9830513,0.95943165,1.0236197,,,0,,,,107.67312927733859,1.3998335471891685,22.79557453583073,59.62896428108417,1.3407873318876085,48.23047673680147,260.1839253001472,89.60241155261902
29,0.0001592028672754308,2194,350.1566953,39.6207204,J232037.60+393714.5,1636042515805110273,Gaia EDR3 1917374525942264704,1917374525942264704,1389086910,2016.0,350.156606029633,0.057086952,39.62057681331675,0.052084543,0.9491385831029826,0.07905554,12.005972,6.0290775,4.671881660754054,0.09246438,-3.8109447580776044,0.071515284,0.069340706,0.13457154,-0.14403398,-0.035194006,0.027670862,-0.09571854,0.22561724,-0.03312706,-0.22671868,-0.14743723,373,373,373,0,5.1619005,21663.145,0.69698423,526.7272,31,False,1.106773,,,,,,,,42,22,0.13018292,60,10,2,0.15858503,120.672745,4,0,1.1952207,,,,,,,,,False,484,2244264.911579166,70404.234,31.876846,9.809682,49,22056.442129676077,3133.7627,7.038326,14.479704,53,3694555.0587752056,312307.38,11.829868,8.32899,1,37,0,16,0,1.6560485,6.150714,4.670022,1.4806919,,,0,,,,104.4909915518378,-19.97718075202504,9.928391816155035,39.60267521660428,1.2261316373908802,54.64406976217675,310.696943214456,78.63620581831668
30,3.8809060943811427e-05,2201,73.0913969,-75.9463084,J045221.93-755646.7,1636042515805110273,Gaia EDR3 4625163561380136192,4625163561380136192,1254712750,2016.0,73.09150351627052,0.030482262,-75.94627948870148,0.037259176,0.007020794011402938,0.03435504,0.20435993,1.9085442,1.9055206047330495,0.042836256,0.10738784228294518,0.051649537,0.024535216,0.09474045,0.02297986,-0.16886848,0.28934774,-0.15709539,0.06159614,0.041507088,0.08170084,-0.12764883,332,0,326,6,0.4710247,350.18875,0.09840841,0.85535663,31,False,1.2506875,,,,,,,,38,25,0.07287353,40,13,0,0.20019601,92.13263,0,0,1.0176027,0.06425362,0.104033485,0.07413292,0.08842581,-166.02518,80.4265,-51.14394,-6.186545,False,322,5244.418155783565,172.39471,30.420992,16.388124,37,1036.623784802207,123.944824,8.363591,17.79949,36,6367.537823734222,630.6398,10.09695,15.237967,0,0,0,1,0,1.4118176,2.5615234,1.4113655,1.1501579,,,0,,,,288.3171566234234,-33.34199386110223,292.2412215525728,-79.24608104573171,1.2262864327846774,54.63387732087612,311.2929448923391,78.48269207609847
