_RAJ2000,_DEJ2000,WiseID
2.1755086,63.00935350000001,J000842.12+630033.6
4.7942272,52.0343285,J001910.61+520203.5
7.3382829,64.8140565,J002921.18+644850.6
9.7554102,59.46806390000001,J003901.29+592805.0
11.6177924,58.90579069999999,J004628.27+585420.8
12.0930919,74.2992817,J004822.34+741757.4
12.4480736,63.6361242,J004947.53+633810.0
12.8670235,64.9477022,J005128.08+645651.7
16.2504303,-5.6676941,J010500.10-054003.6
22.500822100000004,63.17903520000001,J013000.19+631044.5
23.9377908,58.2392579,J013545.06+581421.3
25.2816773,63.7941582,J014107.60+634738.9
28.4849633,64.4799356,J015356.39+642847.7
48.59546050000001,59.2491743,J031422.91+591457.0
52.06083410000001,58.493759000000004,J032814.60+582937.5
58.21765560000002,48.9866019,J035252.23+485911.7
71.67379480000001,51.81853520000001,J044641.71+514906.7
78.3588217,37.4525308,J051326.11+372709.1
80.0742863,41.373335999999995,J052017.82+412224.0
80.2099386,31.943772100000007,J052050.38+315637.5
81.52949150000002,38.489924,J052607.07+382923.7
82.0933414,26.780995599999997,J052822.40+264651.5
83.05803170000002,34.1004041,J053213.92+340601.4
86.2504204,16.1020942,J054500.10+160607.5
86.5772639,37.3680605,J054618.54+372205.0
87.72277020000001,20.2478695,J055053.46+201452.3
89.2315494,29.602358599999995,J055655.57+293608.4
91.0208787,23.551319999999993,J060405.01+233304.7
92.5623978,20.7228179,J061014.97+204322.1
92.7437246,12.7126029,J061058.49+124245.3
94.5016059,22.3970209,J061800.38+222349.2
96.40887209999998,27.0559466,J062538.12+270321.4
99.73346150000002,54.4945739,J063856.03+542940.4
99.9848147,13.183401599999998,J063956.35+131100.2
100.9207777,56.3035827,J064340.98+561812.8
101.37862919999999,-16.093708399999997,J064530.87-160537.3
102.28955780000001,-34.8509728,J064909.49-345103.5
105.1856014,-14.849100899999998,J070044.54-145056.7
106.21367370000002,-11.367348100000001,J070451.28-112202.4
107.11777810000001,-5.0642637,J070828.26-050351.3
110.9861143,-12.6705771,J072356.66-124014.0
113.3980137,-14.863652100000003,J073335.52-145149.1
114.50810850000002,-18.5580685,J073801.94-183329.0
115.716976,13.2361102,J074252.07+131409.9
119.27152590000001,-37.8444807,J075705.16-375040.1
119.5065733,-47.19593160000001,J075801.57-471145.3
120.60273230000001,-53.8157978,J080224.65-534856.8
121.86273070000001,-35.06901589999999,J080727.05-350408.4
122.61278910000001,-38.4605295,J081027.06-382737.9
125.75444790000002,-47.08639910000001,J082301.06-470511.0
126.13955540000003,-32.6445124,J082433.49-323840.2
126.18729950000001,-43.13168520000001,J082444.95-430754.0
128.8641025,-46.473842700000006,J083527.38-462825.8
128.896115,-40.1271956,J083535.06-400737.9
130.8049146,-42.7823453,J084313.17-424656.4
131.2888127,-38.8381981,J084509.31-385017.5
134.5103324,-47.7192246,J085802.47-474309.2
134.8861243,-48.16233260000001,J085932.66-480944.3
135.19270050000003,-48.01629290000002,J090046.24-480058.6
135.2705328,-50.7402184,J090104.92-504424.7
138.8779333,-50.531551699999994,J091530.70-503153.5
139.24924550000003,-52.37787230000001,J091659.81-522240.3
139.2798899,-48.124189799999996,J091707.17-480727.0
144.6810793,-55.284149899999996,J093843.45-551702.9
144.9614671,-52.5747076,J093950.75-523428.9
150.70245639999996,-56.1005897,J100248.58-560602.1
150.8989068,-58.66590850000001,J100335.73-583957.2
153.4685014,-57.6004904,J101352.44-573601.7
153.8376678,-57.1183057,J101521.04-570705.9
154.19736570000003,-53.49926549999999,J101647.36-532957.3
157.0312209,-40.98984229999999,J102807.49-405923.4
160.03657020000003,-57.338876600000006,J104008.77-572019.9
160.69995089999998,-58.253550999999995,J104247.98-581512.7
162.05260380000004,-52.20557720000001,J104812.62-521220.0
164.56843760000004,-57.34741420000001,J105816.42-572050.6
165.0365704,-60.05102649999999,J110008.77-600303.6
166.9763914,-60.54512629999999,J110754.33-603242.4
168.77359310000003,-57.491421100000004,J111505.66-572929.1
169.2417439,-58.98589299999999,J111658.01-585909.2
169.5976223,-61.027407,J111823.42-610138.6
171.4691779,-63.471692399999995,J112552.60-632818.0
172.7578438,-64.0117266,J113101.88-640042.2
178.579893,-61.5216685,J115419.17-613118.0
181.0032881,-60.71459790000001,J120400.78-604252.5
181.2721366,-65.6118462,J120505.31-653642.6
185.139495,-56.9716068,J122033.47-565817.7
193.7060033,-61.0426508,J125449.44-610233.5
198.9214844,-59.0341417,J131541.15-590202.9
200.2524152,-65.14348500000001,J132100.57-650836.5
200.976969,-67.6224558,J132354.47-673720.8
202.46483349999997,-63.2561709,J132951.56-631522.2
204.60994429999997,-62.767323899999994,J133826.38-624602.3
206.73603359999998,-65.1842035,J134656.64-651103.1
208.80467449999998,-61.2114265,J135513.12-611241.1
209.7764575,-63.5048399,J135906.34-633017.4
211.1947193,-61.5698992,J140446.73-613411.6
211.83982469999998,-59.39194530000001,J140721.55-592331.0
213.3487888,-57.39035080000001,J141323.70-572325.2
215.425015,-57.104182800000004,J142142.00-570615.0
217.59028959999998,-53.91515720000001,J143021.66-535454.5
217.97858420000003,-55.86818220000001,J143154.86-555205.4
219.7127917,-60.1094139,J143851.07-600633.8
224.0001357,-61.76859350000001,J145600.03-614606.9
225.1058298,-73.3044734,J150025.39-731816.1
225.26875000000004,-56.55699969999999,J150104.50-563325.1
225.9386407,-59.8143994,J150345.27-594851.8
227.4781319,-58.84256200000001,J150954.75-585033.2
228.803589,-62.77621950000001,J151512.86-624634.3
229.04181820000002,-59.8885413,J151610.03-595318.7
229.0730007,-63.07804350000001,J151617.52-630440.9
229.91203169999997,-56.5705002,J151938.88-563413.8
230.1548082,-58.05541680000002,J152037.15-580319.5
230.41606099999998,-55.546138600000006,J152139.85-553246.0
231.8518878,-55.0498911,J152724.45-550259.6
234.014136,-56.82396500000001,J153603.39-564926.2
234.71947739999996,-42.74798450000001,J153852.67-424452.7
236.0132289,-62.16164070000001,J154403.17-620941.9
236.4876203,-65.4590243,J154557.02-652732.4
237.8323277,-54.26577579999999,J155119.75-541556.7
238.90832850000004,-55.8895272,J155537.99-555322.2
240.5228351,-55.461583,J160205.48-552741.6
241.6309454,-52.9379062,J160631.42-525616.4
241.94118280000004,-59.234086000000005,J160745.88-591402.7
242.9843027,-57.92419600000001,J161156.23-575527.1
244.05266010000003,-54.75105210000001,J161612.63-544503.7
246.3491972,-48.5919686,J162523.80-483531.0
247.3348914,-62.57113320000001,J162920.37-623416.0
248.3141428,-44.3975726,J163315.39-442351.2
248.3570732,-50.3941087,J163325.69-502338.7
248.70980879999996,-38.0384979,J163450.35-380218.5
249.16004649999996,-48.2646173,J163638.41-481552.6
249.45880490000002,-41.5029263,J163750.11-413010.5
249.7865102,-33.3858148,J163908.76-332308.9
250.3208351,-48.7701583,J164117.00-484612.5
250.4955163,-48.66620600000001,J164158.92-483958.3
251.10224059999996,-48.2014234,J164424.53-481205.1
251.1382929,-42.508966,J164433.19-423032.2
251.1703624,-42.2562133,J164440.88-421522.3
251.7694839,-47.13828000000001,J164704.67-470817.8
252.65996790000003,-53.751239000000005,J165038.39-534504.4
253.44662589999996,-41.981322,J165347.19-415852.7
253.704053,-40.5476977,J165448.97-403251.7
254.4672539,-44.74246539999999,J165752.14-444432.8
254.73873810000003,-44.70178479999999,J165857.29-444206.4
255.15809209999998,-45.288918900000006,J170037.94-451720.1
255.29503640000001,-31.2979687,J170110.80-311752.6
255.7976488,-37.64491929999999,J170311.43-373841.7
255.9327917,-38.8574009,J170343.87-385126.6
256.6815244,-38.6262535,J170643.56-383734.5
256.9094752,-43.17216520000001,J170738.27-431019.7
257.0276168,-42.2389112,J170806.62-421420.0
257.1171746,-35.2083614,J170828.12-351230.1
257.3235495,-40.7060096,J170917.65-404221.6
257.6195914,-50.6636722,J171028.70-503949.2
258.6227845,-44.2570227,J171429.46-441525.2
258.7191643,-22.381821,J171452.59-222254.5
258.8207495,-38.6573024,J171516.97-383926.2
258.8344111,-35.4980699,J171520.25-352953.0
259.00906509999993,-38.261864,J171602.17-381542.7
259.3399936,-46.150622600000005,J171721.59-460902.2
259.5640161,-34.2277623,J171815.36-341339.9
259.94404339999994,-40.6255581,J171946.57-403732.0
260.1852061999999,-43.1732516,J172044.44-431023.7
260.1870689,-31.8421465,J172044.89-315031.7
260.231497,-37.999929400000006,J172055.55-375959.7
260.6023549,-18.2048925,J172224.56-181217.6
260.9616924,-32.10408970000001,J172350.80-320614.7
261.1501414,-30.443204299999998,J172436.03-302635.5
261.1980033,-29.0718386,J172447.52-290418.6
261.2539574,-44.0243877,J172500.94-440127.7
261.4741862,-31.405876799999998,J172553.80-312421.1
261.5218665,-26.2860563,J172605.24-261709.8
262.3692809,-43.7780828,J172928.62-434641.0
262.4658601,-10.287777500000002,J172951.80-101715.9
262.62145039999996,-27.105695900000004,J173029.14-270620.5
263.496092,-33.1372776,J173359.06-330814.1
263.9709509,-36.68455380000001,J173553.02-364104.3
263.9781732,-26.8629439,J173554.76-265146.5
264.3588001,-22.1822935,J173726.11-221056.2
264.4571908,-28.724826799999995,J173749.72-284329.3
264.65417349999996,-28.2929207,J173837.00-281734.5
265.4119947,-16.262910399999996,J174138.87-161546.4
265.5137972,-27.8578614,J174203.31-275128.3
265.738324,-36.3478071,J174257.19-362052.1
265.8230262,-18.4006758,J174317.52-182402.4
265.8687545,-37.84140300000001,J174328.50-375029.0
266.1905293,-36.3756335,J174445.72-362232.2
266.69128,-25.0539209,J174645.90-250314.1
266.7393049,-33.32716949999999,J174657.43-331937.8
267.2137403,-33.104749,J174851.29-330617.0
267.63210459999993,-23.662699,J175031.70-233945.7
267.7030662,-31.0430655,J175048.73-310235.0
267.7796673,-24.399270300000005,J175107.12-242357.3
267.9033498,-22.108521800000002,J175136.80-220630.6
268.3238895,-19.775716500000005,J175317.73-194632.5
268.7611963,-27.935761,J175502.68-275608.7
268.9938183,-16.7956536,J175558.51-164744.3
269.2384316,-33.0506038,J175657.22-330302.1
269.252014,-21.6595919,J175700.48-213934.5
269.3484303,-6.595904299999999,J175723.62-063545.2
269.401924,-6.3464578,J175736.46-062047.2
269.4124052,-29.7680518,J175738.97-294604.9
269.4573706,-7.8874952999999985,J175749.76-075314.9
269.458274,-18.4230046,J175749.98-182522.8
270.1648994,-33.7645687,J180039.57-334552.4
270.5322754,-34.49369910000001,J180207.74-342937.3
270.80466909999996,-25.225047299999996,J180313.12-251330.1
271.30095859999994,-17.6789914,J180512.23-174044.3
271.4603768,-15.217141099999997,J180550.49-151301.7
271.555801,-25.316482899999997,J180613.39-251859.3
271.8895266,-16.0075046,J180733.48-160027.0
272.5968692,-20.721348399999997,J181023.24-204316.8
272.63806999999997,-14.681393999999996,J181033.13-144053.0
272.6917655,-20.5447679,J181046.02-203241.1
272.7216811,-18.9501776,J181053.20-185700.6
272.8063287,-17.305520599999998,J181113.51-171819.8
273.0829848,-15.083990599999998,J181219.91-150502.3
273.3207124,-25.5264302,J181316.97-253135.1
273.4568819,-18.064285599999998,J181349.65-180351.4
273.9093832,-20.6460359,J181538.25-203845.7
274.154385,-22.148785299999993,J181637.05-220855.6
274.6515997,-18.2924684,J181836.38-181732.8
275.0457025,-19.5815021,J182010.96-193453.4
275.5995103,-27.7831678,J182223.88-274659.4
275.6469007,-3.5370133000000004,J182235.25-033213.2
276.2577154,-23.134435299999993,J182501.85-230803.9
276.3351513,-27.513205400000004,J182520.43-273047.5
276.7068408,-24.7591213,J182649.64-244532.8
276.85681999999997,-12.692201500000001,J182725.63-124131.9
277.0043786,-10.154641500000002,J182801.05-100916.7
277.4326271,-19.046174700000005,J182943.83-190246.2
277.5392904,-14.9737552,J183009.42-145825.5
277.6771489,-11.0465568,J183042.51-110247.6
277.9998505,-9.192927200000002,J183159.96-091134.5
278.056376,5.081806699999999,J183213.53+050454.5
278.35783519999995,-10.120518,J183325.88-100713.8
278.5383809,-4.963740099999999,J183409.21-045749.4
278.6789615,-9.6019232,J183442.95-093606.9
279.0886461,-4.9723316,J183621.27-045820.3
279.2064538,-11.572442300000002,J183649.54-113420.7
279.2855327,-70.771467,J183708.52-704617.2
279.5649573,-10.922097999999998,J183815.58-105519.5
279.7506292,-40.908005499999994,J183900.15-405428.8
279.7673331,-3.4041542000000002,J183904.15-032414.9
280.0670711,-3.9358320000000013,J184016.09-035608.9
280.0933719,-2.1666897,J184022.40-021000.0
280.2411391,-4.438096000000001,J184057.87-042617.1
280.2603414,-0.6934398999999999,J184102.48-004136.3
280.4933622,-5.8053509000000005,J184158.40-054819.2
280.6927654,-12.904089900000002,J184246.26-125414.7
281.0796867,-4.6720061,J184419.12-044019.2
281.3786155,-2.5442128,J184530.86-023239.1
282.5758012,-3.3191463,J185018.19-031908.9
282.8767565,-0.6524666999999998,J185130.42-003908.8
283.3808935,5.538081700000001,J185331.41+053217.0
283.6360475,0.10004,J185432.65+000614.4
283.8563581,-2.8627120000000006,J185525.52-025145.7
284.6886791,1.9724414999999997,J185845.28+015820.7
284.7952739,3.5840595999999993,J185910.86+033502.6
285.0967305,-15.6543999,J190023.21-153915.8
